id,name,type,mana,attack,hp,faction,rarity,setName,description
30007,Mask of Shadows,Artifact,2.0,N/A,N/A,Songhai,Legendary,Core,Your General gains <b>Backstab</b> (4).
20341,Mass Flight,Spell,2.0,N/A,N/A,Songhai,Rare,Immortal,Give all friendly minions Flying this turn.
10979,Maw,Minion,2.0,2.0,2.0,Neutral,Common,Core,<b>Opening Gambit</b>: Deal 2 damage to a nearby enemy minion.
20386,Metalmeld,Spell,2.0,N/A,N/A,Vetruvian,Rare,Mythron,Equip a friendly artifact that was destroyed this game.
11123,Metaltooth,Mech,2.0,2.0,2.0,Neutral,Common,Immortal,"If you have another Mech minion, this minion has <b>Rush</b>."
20194,Mirror Meld,Spell,2.0,N/A,N/A,Songhai,Rare,ShimZar,Summon a copy of a friendly minion that costs 2 or less nearby.
20382,Mitotic Induction,Spell,2.0,N/A,N/A,Magmar,Epic,Mythron,Summon an Egg of the minion most recently summoned from your action bar.
20125,Natural Selection,Spell,2.0,N/A,N/A,Magmar,Basic,Core,Destroy ANY minion with the lowest Attack or tied for the lowest Attack.
20350,Neurolink,Spell,2.0,N/A,N/A,Vetruvian,Epic,Immortal,Your General gains all keywords of friendly minions this turn.
351,Nightmare Operant,Mech,2.0,3.0,2.0,Abyssian,Rare,Immortal,<b>Dying Wish</b>: Shuffle a MECHAZ0R into your deck.
337,Nocturne,Arcanyst,2.0,2.0,2.0,Abyssian,Epic,Ancients,"Whenever you make Shadow Creep or a Wraithling, instead make both."
30054,Obdurator,Artifact,2.0,N/A,N/A,Vetruvian,Epic,Mythron,"Your General gains +1 Attack.<br/>At the start of your turn, repair all of your artifacts by 1 durability."
327,Ooz,Battle Pet,2.0,3.0,3.0,Abyssian,Rare,ShimZar,"Whenever this minion takes damage, turn a space occupied by an enemy into <b>Shadow Creep</b>."
256,Orbrider,Minion,2.0,2.0,2.0,Vetruvian,Common,Mythron,<b>Opening Gambit</b>: Return a nearby friendly minion to your action bar.
228,Pax,Battle Pet,2.0,2.0,1.0,Vetruvian,Rare,ShimZar,<b>Dying Wish</b>: Summon two 2/2 Iron Dervishes nearby.
406,Phalanxar,Minion,2.0,6.0,1.0,Magmar,Basic,Core,
339,Phantasm,Minion,2.0,3.0,2.0,Abyssian,Common,Unearthed,"Whenever your opponent summons a minion, give a minion in your action bar +1 Attack."
20081,Phoenix Fire,Spell,2.0,N/A,N/A,Songhai,Basic,Core,Deal 3 damage to anything.
19040,Piercing Mantis,Minion,2.0,2.0,2.0,Neutral,Basic,Core,<b>Frenzy</b>
20268,Primal Ballast,Spell,2.0,N/A,N/A,Magmar,Rare,Unearthed,"Dispel a space. If there is a minion on that space, give it +2/+2."
19037,Primus Fist,Minion,2.0,2.0,3.0,Neutral,Common,Core,<b>Opening Gambit</b>: Give a nearby friendly minion +2 Attack this turn.
20235,Prism Barrier,Spell,2.0,N/A,N/A,Lyonar,Rare,Ancients,Give a friendly minion <b>Forcefield</b>.
554,Protosensor,Minion,2.0,2.0,2.0,Vanar,Common,Immortal,<b>Build</b>: (1).<br/><b>Airdrop</b>
20243,Punish,Spell,2.0,N/A,N/A,Abyssian,Rare,Ancients,Destroy a damaged minion.
37,Pureblade Enforcer,Minion,2.0,1.0,3.0,Lyonar,Common,Unearthed,"Whenever your opponent casts a spell, this minion gains +1/+1."
213,Pyromancer,Minion,2.0,2.0,1.0,Vetruvian,Basic,Core,<b>Blast</b>
430,Rancour,Minion,2.0,1.0,3.0,Magmar,Rare,Ancients,"Whenever your General takes damage, this minion gains that much attack. "
20099,Rasha's Curse,Spell,2.0,N/A,N/A,Vetruvian,Epic,Core,Destroy a random artifact on the enemy General. Summon a Wind Dervish with <b>Rush</b> near them.
20265,Reassemble,Spell,2.0,N/A,N/A,Vetruvian,Common,Unearthed,Return a friendly Obelysk to your action bar and reduce its cost to 0. Draw a card.
11135,Recombobulus,Minion,2.0,2.0,3.0,Neutral,Common,Immortal,<b>Opening Gambit</b>: Teleport ANY minion one space randomly.
11126,Replicant,Mech,2.0,2.0,2.0,Neutral,Common,Immortal,<b>Opening Gambit</b>: Draw another Replicant from your deck.
11137,Rescue-RX,Minion,2.0,2.0,4.0,Neutral,Common,Immortal,"<b>Build</b>: (2).<br/>When this minion is built, restore 5 Health to your General."
30056,Resonance Scythe,Artifact,2.0,N/A,N/A,Vanar,Epic,Mythron,Your General has +1 Attack.<br/>Reactivate your General whenever they destroy a <b>Stunned</b> enemy.
19026,Rock Pulverizer,Minion,2.0,1.0,4.0,Neutral,Basic,Core,<b>Provoke</b>
10957,Rust Crawler,Minion,2.0,2.0,3.0,Neutral,Common,Core,<b>Opening Gambit</b>: Destroy a random artifact on the enemy General.
20080,Saberspine Seal,Spell,2.0,N/A,N/A,Songhai,Basic,Core,Give a minion or General +3 Attack this turn.
20093,Sand Trap,Spell,2.0,N/A,N/A,Vetruvian,Common,Core,Choose an enemy minion.  It can no longer move.
20096,Scion's Second Wish,Spell,2.0,N/A,N/A,Vetruvian,Basic,Core,Give a friendly minion +2/+2. It takes no damage from Generals.
140,Scroll Bandit,Arcanyst,2.0,1.0,3.0,Songhai,Epic,Unearthed,"<b>Backstab</b>: (1).<br/>Whenever this backstabs, steal a spell from your opponent's deck."
20365,Second Self,Spell,2.0,N/A,N/A,Songhai,Rare,Mythron,Put an EXACT copy of a friendly minion into your action bar.
446,Seismoid,Mech,2.0,3.0,1.0,Magmar,Rare,Immortal,"Whenever you summon a Mech minion from your action bar, both players draw a card."
20273,Shadowstalk,Spell,2.0,N/A,N/A,Abyssian,Rare,Unearthed,Summon a Wraithling behind each enemy.
20337,Shatter,Spell,2.0,N/A,N/A,Vanar,Common,Immortal,Destroy a <b>Stunned</b> enemy minion.
11046,Shiro Puppydragon,Minion,2.0,1.0,4.0,Neutral,Common,Core,"At the end of your turn, give each nearby friendly minion +1 Attack."
545,Shivers,Vespyr,2.0,2.0,1.0,Vanar,Epic,Unearthed,"<b>Flying</b><br/><b>Infiltrate</b>: When this minion attacks, permanently gain 1 mana crystal."
11109,Sinister Silhouette,Minion,2.0,1.0,2.0,Neutral,Rare,Unearthed,Cannot be attacked.
19048,Skyrock Golem,Golem,2.0,3.0,2.0,Neutral,Basic,Core,
11066,Sol,Battle Pet,2.0,1.0,1.0,Neutral,Rare,ShimZar,Opening Gambit: Activate a friendly Battle Pet.
20071,Soulshatter Pact,Spell,2.0,N/A,N/A,Abyssian,Basic,Core,Give all friendly minions +2 Attack this turn.
30014,Spectral Blade,Artifact,2.0,N/A,N/A,Abyssian,Epic,Core,"Your General gains +2 Attack.<br/>Whenever your General destroys an enemy, restore 2 Health to your General."
30006,Staff Of Y'Kir,Artifact,2.0,N/A,N/A,Vetruvian,Basic,Core,Your General gains +2 Attack.
20064,Sun Bloom,Spell,2.0,N/A,N/A,Lyonar,Common,Core,Dispel a 2x2 area.
27,Sun Wisp,Minion,2.0,2.0,1.0,Lyonar,Common,ShimZar,<b>Opening Gambit</b>: Draw a card.
30048,Sunbond Pavise,Artifact,2.0,N/A,N/A,Lyonar,Rare,Immortal,Friendly minions directly above and below your General gain +2 Attack and <b>Provoke</b>.
10,Sunstone Templar,Minion,2.0,1.0,4.0,Lyonar,Epic,Core,"Whenever this attacks or counterattacks, it dispels that enemy"
145,Suzumebachi,Minion,2.0,1.0,3.0,Songhai,Common,Immortal,"Whenever you cast a spell, this minion gains +1 Attack until your next turn."
20044,Tempest,Spell,2.0,N/A,N/A,Lyonar,Basic,Core,Deal 2 damage to everything.
567,Thicket Augur,Minion,2.0,1.0,1.0,Vanar,Common,Mythron,<b>Intensify</b>: Summon 1 Treant with <b>Provoke</b> nearby.
20114,Tremor,Spell,2.0,N/A,N/A,Magmar,Common,Core,<b>Stun</b> enemy minions in a 2x2 area.
121,Tusk Boar,Minion,2.0,2.0,3.0,Songhai,Legendary,Core,<b>Rush</b><br/>Return this minion to your action bar at the beginning of your turn.
20288,Vaath's Brutality,Spell,2.0,N/A,N/A,Magmar,Common,Unearthed,<b>Stun</b> an enemy minion. Give your General +1 Attack.
20285,Vale Ascension,Spell,2.0,N/A,N/A,Lyonar,Epic,Unearthed,Summon a friendly non-token minion destroyed this game onto friendly <b>Hallowed Ground</b>.
10021,Vale Hunter,Minion,2.0,1.0,2.0,Neutral,Basic,Core,<b>Ranged</b>
20047,War Surge,Spell,2.0,N/A,N/A,Lyonar,Basic,Core,Give all friendly minions +1/+1.
34,Warblade,Golem,2.0,1.0,4.0,Lyonar,Common,Ancients,<b>Bond</b>: Other friendly minions gain +1/+1.
438,Warpup,Minion,2.0,1.0,1.0,Magmar,Rare,Unearthed,"<b>Forcefield</b>, <b>Frenzy</b>"
20196,Whisper of the Sands,Spell,2.0,N/A,N/A,Vetruvian,Common,ShimZar,Summon a Wind Dervish nearby each friendly Obelysk. Draw a card.
229,Wind Slicer,Minion,2.0,2.0,3.0,Vetruvian,Rare,ShimZar,<b>Opening Gambit</b>: Lower the cost of all Structure minions in your action bar by 1.
9,Windblade Adept,Minion,2.0,2.0,3.0,Lyonar,Basic,Core,<b>Zeal</b>: Gains +1 Attack
19003,Wings of MECHAZ0R,Mech,2.0,1.0,4.0,Neutral,Common,Core,<b>Airdrop</b><br/><b>Opening Gambit</b>: Progresses MECHAZ0R build by +20%.
11075,Wood-Wen,Minion,2.0,2.0,2.0,Neutral,Common,Core,<b>Provoke</b><br/><b>Opening Gambit</b>: Give a nearby friendly minion <b>Provoke</b>.
125,Xho,Battle Pet,2.0,2.0,3.0,Songhai,Rare,ShimZar,<b>Dying Wish</b>: Put a random Songhai spell into your action bar. It costs 1 less.
20367,Yielding Depths,Spell,2.0,N/A,N/A,Abyssian,Rare,Mythron,"If you have three or more <b>Shadow Creep</b>, draw 2 cards."
412,Young Silithar,Minion,2.0,2.0,3.0,Magmar,Common,Core,<b>Rebirth</b>
11061,Z0r,Battle Pet,2.0,2.0,1.0,Neutral,Epic,ShimZar,<b>Dying Wish</b>: Put a random MECH minion into your action bar.
30055,Zoetic Charm,Artifact,2.0,N/A,N/A,Magmar,Epic,Mythron,Your General has +1 Attack.<br/>Your Eggs have <b>Forcefield</b>.
20348,Abhorrent Unbirth,Spell,3.0,N/A,N/A,Abyssian,Epic,Immortal,"Destroy all friendly minions to summon a 1/1 Abomination that gains their Attack, Health, and keywords."
11039,Abjudicator,Arcanyst,3.0,3.0,1.0,Neutral,Rare,Core,<b>Opening Gambit</b>: Lower the cost of all spells in your action bar by 1.
11142,Aer Pridebeak,Minion,3.0,3.0,4.0,Neutral,Common,Mythron,"Whenever your opponent casts a spell, restore 1 Health to your General."
20188,Afterblaze,Spell,3.0,N/A,N/A,Lyonar,Common,ShimZar,"Give a friendly minion +2/+4. If that minion has <b>Zeal</b>, draw a card."
10304,Alcuin Loremaster,Arcanyst,3.0,3.0,1.0,Neutral,Epic,Core,<b>Opening Gambit</b>: Put a copy of the most recently cast spell into your action bar.
11138,Architect-T2K5,Minion,3.0,1.0,4.0,Neutral,Epic,Immortal,"<b>Build</b>: (1).<br/>Whenever this or another friendly minion is built, draw a card."
12,Arclyte Sentinel,Minion,3.0,2.0,4.0,Lyonar,Rare,Core,"<b>Opening Gambit</b>: Give ANY nearby minion +2 Attack, but -2 Health"
20195,Astral Flood,Spell,3.0,N/A,N/A,Vetruvian,Common,ShimZar,Put 3 random Battle Pets into your action bar.
20076,Astral Phasing,Spell,3.0,N/A,N/A,Vetruvian,Common,Core,Give a friendly minion +5 Health and <b>Flying</b>.
263,Atom Klinger,Minion,3.0,1.0,5.0,Vetruvian,Rare,Mythron,"Whenever you equip an artifact, this minion gains +Attack equal to the artifact's cost."
40,Auroara,Minion,3.0,1.0,5.0,Lyonar,Epic,Unearthed,"Whenever you summon a minion with 2 or less Attack, this minion gains +2 Attack."
20327,Bamboozle,Spell,3.0,N/A,N/A,Songhai,Epic,Immortal,"Transform a nearby enemy minion into a 0/2 Panddo. If it is already a Panddo, instead destroy it and draw to fill your action bar."
30027,Bangle of Blinding Strike,Artifact,3.0,N/A,N/A,Songhai,Rare,Ancients,Your General has <b>Celerity</b>.
11038,Bastion,Structure,3.0,0.0,5.0,Neutral,Epic,Core,"At the end of your turn, give all friendly minions +1 health."
130,Battle Panddo,Minion,3.0,2.0,4.0,Songhai,Epic,ShimZar,"Whenever this minion takes damage, deal 1 damage to all enemies."
20390,Bellow,Spell,3.0,N/A,N/A,Magmar,Common,Mythron,Give a friendly minion +3 Attack.<br/><b>Stun</b> enemy minions around it.
10013,Blaze Hound,Minion,3.0,4.0,3.0,Neutral,Common,Core,<b>Opening Gambit</b>: Both players draw a card.
20148,Blazing Spines,Spell,3.0,N/A,N/A,Vanar,Rare,Core,Summon two joined 3/3 Walls that can attack.
328,Blood Baronette,Minion,3.0,3.0,3.0,Abyssian,Rare,ShimZar,Opening Gambit: Double a nearby Wraithling's Attack and Health.
20257,Blood Echoes,Spell,3.0,N/A,N/A,Abyssian,Common,Ancients,Destroy all friendly minions and resummon them on random spaces at end of turn.
11125,Bloodbound Mentor,Minion,3.0,3.0,4.0,Neutral,Epic,Immortal,<b>Blood Surge</b>: Put a copy of your Bloodbound Spell into your action bar.
10205,Bloodshard Golem,Golem,3.0,4.0,3.0,Neutral,Basic,Core,
361,Bonecrusher,Minion,3.0,0.0,3.0,Abyssian,Common,Mythron,<b>Intensify</b>: This minion gains +5 Attack.
344,Bound Tormentor,Minion,3.0,2.0,3.0,Abyssian,Common,Unearthed,<b>Sentinel</b>: Minion summoned.<br/>Put a copy of the minion that transformed this into your action bar. It costs 2 less.
19004,Cannon of MECHAZ0R,Mech,3.0,2.0,2.0,Neutral,Rare,Core,<b>Ranged</b><br/><b>Opening Gambit</b>: Progresses MECHAZ0R build by +20%.
439,Catalyst Quillbeast,Minion,3.0,3.0,4.0,Magmar,Common,Unearthed,"Whenever you cast a spell, deal 1 damage to ALL minions."
117,Celestial Phantom,Minion,3.0,1.0,5.0,Songhai,Rare,Core,Destroy any minion damaged by this minion.
10962,Chaos Elemental,Minion,3.0,4.0,4.0,Neutral,Epic,Core,"Whenever this minion takes damage, it randomly teleports."
362,Chittering Tiller,Minion,3.0,4.0,3.0,Abyssian,Common,Mythron,<b>Frenzy</b><br/><b>Opening Gambit</b>: Teleport the enemy General one space forward.
19030,Crimson Oculus,Minion,3.0,2.0,3.0,Neutral,Rare,Core,"Whenever opponent summons a minion, this minion gains +1/+1"
10953,Crossbones,Minion,3.0,3.0,3.0,Neutral,Rare,Core,<b>Opening Gambit</b>: Destroy an enemy minion with Ranged.
20371,Cryonic Potential,Spell,3.0,N/A,N/A,Vanar,Common,Mythron,Give an exhausted friendly minion +6/+6.
20347,Crystalline Reinforcement,Spell,3.0,N/A,N/A,Vanar,Epic,Immortal,Double the Attack and Health buffs of friendly minions.
30009,Cyclone Mask,Artifact,3.0,N/A,N/A,Songhai,Epic,Core,Your General gains <b>Ranged</b>.
11079,Day Watcher,Minion,3.0,3.0,3.0,Neutral,Common,Core,"Whenever a friendly minion attacks, restore 1 Health to your General."
20133,Deathfire Crescendo,Spell,3.0,N/A,N/A,Abyssian,Legendary,Core,"Give a friendly minion, ""<b>Deathwatch</b>: Gains +2/+2."""
50,Decorated Enlistee,Minion,3.0,1.0,5.0,Lyonar,Common,Immortal,"While at full Health, this minion has +3 Attack."
565,Disciple of Yggdra,Minion,3.0,2.0,3.0,Vanar,Legendary,Mythron,"When an enemy is <b>Stunned</b>, transform this minion into Yggdra's Voracity."
20068,Divine Bond,Spell,3.0,N/A,N/A,Lyonar,Basic,Core,Give a minion +Attack equal to its Health.
20242,Divine Spark,Spell,3.0,N/A,N/A,Vetruvian,Common,Ancients,Draw two cards.
548,Drake Dowager,Minion,3.0,1.0,3.0,Vanar,Rare,Unearthed,"<b>Sentinel</b>: General attacks.<br/><b>Ranged</b><br/>Whenever this attacks, summon a 4/4 Flying Drake nearby."
151,Dusk Rigger,Mech,3.0,2.0,3.0,Songhai,Rare,Immortal,"<b>Backstab</b>: (2).<br/>Whenever this backstabs, put a MECHAZ0R Progression into your action bar."
402,Earth Walker,Minion,3.0,3.0,3.0,Magmar,Basic,Core,<b>Grow</b>: +1/+1
20346,Effulgent Infusion,Spell,3.0,N/A,N/A,Magmar,Common,Immortal,Give a friendly minion +Attack equal to your General's Attack.
11076,Elkowl,Minion,3.0,2.0,3.0,Neutral,Rare,Core,<b>Opening Gambit</b>: Gain two random keywords.
20274,Empyreal Congregation,Spell,3.0,N/A,N/A,Lyonar,Epic,Unearthed,Give friendly minions in a 2x2 area +2/+2.
20291,Endure the Beastlands,Spell,3.0,N/A,N/A,Magmar,Epic,Unearthed,Turn a 2x2 area into <b>Primal Flourish</b>.
448,Erratic Raptyr,Minion,3.0,5.0,5.0,Magmar,Common,Immortal,"<b>Rebirth</b><br/>After this minion attacks or counterattacks, turn it into an Egg."
226,Falcius,Minion,3.0,3.0,3.0,Vetruvian,Common,ShimZar,<b>Opening Gambit</b>: Your General gains +2 Attack and takes no damage this turn.
245,Fate Watcher,Minion,3.0,2.0,3.0,Vetruvian,Common,Unearthed,"Whenever your opponent draws a card, this minion gains a random keyword ability."
20317,Fealty,Spell,3.0,N/A,N/A,Lyonar,Rare,Immortal,Draw a card for each friendly minion nearby your General.
503,Fenrir Warmaster,Minion,3.0,3.0,2.0,Vanar,Basic,Core,<b>Dying Wish</b>: Summon a 3/2 Ghost Wolf on this space.
215,Fireblaze Obelysk,Structure,3.0,0.0,6.0,Vetruvian,Rare,Core,<b>Summon Dervish</b><br/>Your dervishes have +1 Attack.
20283,Flicker,Spell,3.0,N/A,N/A,Songhai,Epic,Unearthed,Teleport your General to a space behind an enemy.
547,Freeblade,Minion,3.0,3.0,5.0,Vanar,Common,Unearthed,<b>Sentinel</b>: Minion summoned.<br/>This switches positions with the minion that transformed it.
11090,Ghoulie,Minion,3.0,3.0,4.0,Neutral,Common,Ancients,This minion is from every tribe.
519,Glacial Elemental,Vespyr,3.0,2.0,3.0,Vanar,Rare,Core,"Whenever you summon a Vespyr minion, deal 2 damage to a random enemy minion."
20266,Glacial Fissure,Spell,3.0,N/A,N/A,Vanar,Epic,Unearthed,Deal 8 damage to EVERYTHING in the center column.
11056,Golden Mantella,Minion,3.0,4.0,2.0,Neutral,Common,ShimZar,<b>Opening Gambit</b>: Put a random Battle Pet into your action bar.
19039,Golem Vanquisher,Golem,3.0,2.0,4.0,Neutral,Legendary,Core,<b>Provoke</b><br/>Your other Golem minions have <b>Provoke</b>.
112,Gore Horn,Minion,3.0,3.0,3.0,Songhai,Rare,Core,"<b>Backstab</b>: (2)<br/>After this minion attacks, it gains +1/+1."
54,Gryphon Fledgling,Minion,3.0,5.0,3.0,Lyonar,Rare,Mythron,<b>Zeal</b>: <b>Flying</b>
20340,Horrific Visage,Spell,3.0,N/A,N/A,Abyssian,Common,Immortal,Give all enemy minions -3 Attack until your next turn.
334,Horror Burster,Minion,3.0,4.0,1.0,Abyssian,Rare,Ancients,<b>Dying Wish</b>: Transform a random friendly minion into a 6/6 Horror.
142,Hundred-Handed Rakushi,Minion,3.0,3.0,4.0,Songhai,Common,Unearthed,<b>Sentinel</b>: Minion summoned.<br/>Deal 2 damage to the minion that transformed this.
11052,Hydrax,Minion,3.0,3.0,3.0,Neutral,Legendary,ShimZar,"Whenever a friendly Battle Pet dies, draw a card."
533,Iceblade Dryad,Vespyr,3.0,3.0,3.0,Vanar,Epic,ShimZar,<b>Opening Gambit</b>: Give a friendly Vespyr minion +1/+1 and <b>Flying</b>.
218,Imperial Mechanyst,Minion,3.0,2.0,5.0,Vetruvian,Rare,Core,<b>Opening Gambit</b>: Repair all of your artifacts to full durability.
20321,Infest,Spell,3.0,N/A,N/A,Abyssian,Legendary,Immortal,"Choose an enemy minion. When it dies, give this effect to all nearby enemy minions and deal 2 damage to the enemy General."
20153,Inner Oasis,Spell,3.0,N/A,N/A,Vetruvian,Rare,Core,Give all friendly minions +3 Health. Draw a card.
11051,Ion,Battle Pet,3.0,2.0,3.0,Neutral,Rare,ShimZar,<b>Ranged</b><br/>Deals double damage to Generals.
114,Jade Monk,Minion,3.0,4.0,3.0,Songhai,Common,Core,"Whenever this minion takes damage, deal 1 damage to a random enemy minion."
156,Kaido Expert,Minion,3.0,2.0,2.0,Songhai,Rare,Mythron,"<b>Backstab</b>: (1).<br/>Whenever this minion backstabs, summon a minion with <b>Backstab</b> that costs 2 or less from your deck nearby."
128,Ki Beholder,Minion,3.0,3.0,2.0,Songhai,Rare,ShimZar,<b>Ranged</b><br/><b>Opening Gambit</b>: An enemy minion cannot move next turn.
20102,Killing Edge,Spell,3.0,N/A,N/A,Songhai,Basic,Core,"Give a friendly minion +4/+2. If that minion has <b>Backstab</b>, draw a card at end of turn."
539,Kindred Hunter,Arcanyst,3.0,3.0,3.0,Vanar,Common,Ancients,<b>Bond</b>: Summon a 3/3 Night Howler on a random nearby space.
20162,Kinetic Equilibrium,Spell,3.0,N/A,N/A,Magmar,Rare,Core,Deal 2 damage to ALL minions in a 3x3 area. Friendly minions in the area also gain +2 Attack.
11103,Komodo Hunter,Minion,3.0,5.0,6.0,Neutral,Common,Unearthed,<b>Opening Gambit</b>: Your opponent summons two Komodo Chargers nearby their General.
455,Krater,Minion,3.0,2.0,4.0,Magmar,Common,Mythron,<b>Opening Gambit</b>: Deal 1 damage to everything (including itself).
10987,Lady Locke,Minion,3.0,2.0,2.0,Neutral,Legendary,Core,<b>Provoke</b><br/><b>Opening Gambit</b>: Other minions you summon this turn gain +1/+1 and gain <b>Provoke</b>.
122,Lantern Fox,Minion,3.0,2.0,3.0,Songhai,Epic,Core,"Whenever this minion takes damage, put a Phoenix Fire into your action bar."
53,Legion,Minion,3.0,3.0,2.0,Lyonar,Common,Mythron,<b>Intensify</b>: Put 1 Crestfallen into your action bar. Shuffle a copy of this minion into your deck.
20249,Life Coil,Spell,3.0,N/A,N/A,Lyonar,Common,Ancients,Double a minion's Health.
20090,Martyrdom,Spell,3.0,N/A,N/A,Lyonar,Basic,Core,Destroy ANY minion. Restore that minion's Health to its General.
144,Mind-Cage Oni,Minion,3.0,4.0,3.0,Songhai,Rare,Unearthed,"<b>Sentinel</b>: Spell cast.<br/>Whenever your opponent casts a spell, put a copy of that spell into your action bar."
30034,Mindlathe,Artifact,3.0,N/A,N/A,Abyssian,Legendary,Unearthed,"After your General damages a minion, reactivate and take control of it until the end of your turn."
19047,Mirkblood Devourer,Minion,3.0,2.0,4.0,Neutral,Legendary,Core,Friendly minions summoned nearby this minion gain +1/+1.
143,Mizuchi,Minion,3.0,2.0,5.0,Songhai,Rare,Unearthed,<b>Sentinel</b>: General attacks.<br/><b>Flying</b><br/><b>Backstab</b>: (2).
11008,Mogwai,Minion,3.0,2.0,3.0,Neutral,Epic,Core,"After this moves, draw a card."
423,Moloki Huntress,Minion,3.0,1.0,2.0,Magmar,Epic,ShimZar,<b>Grow</b>: +1/+1<br/>Friendly minions grow at the start of BOTH player's turns.
549,Moonlit Basilysk,Minion,3.0,2.0,2.0,Vanar,Rare,Unearthed,"<b>Sentinel</b>: Spell cast.<br/>Whenever your opponent casts a spell, this minion gains +3/+3."
20374,Munch,Spell,3.0,N/A,N/A,Abyssian,Rare,Mythron,Steal Health from an enemy minion for each friendly Shadow Creep (but not more than its Health).
536,Myriad,Vespyr,3.0,3.0,3.0,Vanar,Common,Ancients,<b>Blood Surge</b>: Summon a random Wall nearby.
319,Nightsorrow Assassin,Minion,3.0,2.0,1.0,Abyssian,Common,Core,<b>Opening Gambit</b>: Destroy a nearby enemy minion with 2 or less attack.
20087,Onyx Bear Seal,Spell,3.0,N/A,N/A,Songhai,Epic,Core,Transform an enemy minion into a 0/2 Panddo that cannot be attacked.
212,Orb Weaver,Dervish,3.0,2.0,2.0,Vetruvian,Common,Core,<b>Opening Gambit</b>: Summon a copy of this minion on a nearby space.
11145,Orbo the Ostentatious,Minion,3.0,3.0,4.0,Neutral,Legendary,Mythron,<b>Opening Gambit</b>: Transform the cards in your action bar into random prismatic legendary cards.
158,Orizuru,Minion,3.0,3.0,4.0,Songhai,Common,Mythron,<b>Flying</b>
454,Oropsisaur,Minion,3.0,2.0,5.0,Magmar,Legendary,Mythron,"<b>Grow</b>: +1/+1.<br/>Whenever another friendly minion with <b>Grow</b> survives damage, that minion grows."
20385,Pandatentiary,Spell,3.0,N/A,N/A,Songhai,Epic,Mythron,Surround the enemy General with friendly Panddo that disappear at the start of your next turn.
149,Penumbraxx,Minion,3.0,3.0,1.0,Songhai,Legendary,Immortal,"<b>Build</b>: (2).<br/><b>Backstab</b>: (2).<br/>Whenever this backstabs, transform it into a building with <b>Build</b> (1)."
20394,Permafrost,Spell,3.0,N/A,N/A,Vanar,Epic,Mythron,<b>Stun</b> an enemy minion.<br/><b><b>Stun</b>ned</b> enemy minions <b>Stun</b> a nearby enemy.
221,Portal Guardian,Minion,3.0,0.0,6.0,Vetruvian,Epic,Core,"<b>Frenzy</b><br/>Whenever you summon a minion, this minion gains +1 Attack."
410,Primordial Gazer,Minion,3.0,2.0,2.0,Magmar,Basic,Core,<b>Opening Gambit</b>: Give a nearby friendly minion +2/+2.
10303,Prismatic Illusionist,Arcanyst,3.0,2.0,3.0,Neutral,Rare,Core,"Whenever you cast a spell, summon a 2/1 Illusion on a random nearby space."
11148,Prongbok,Minion,3.0,2.0,5.0,Neutral,Common,Mythron,May move an additional space.
20197,Psychic Conduit,Spell,3.0,N/A,N/A,Vetruvian,Rare,ShimZar,Reactivate and take control of an enemy minion with 2 or less Attack until end of turn.
19033,Putrid Dreadflayer,Minion,3.0,2.0,4.0,Neutral,Basic,Core,<b>Flying</b>
28,Radiant Dragoon,Minion,3.0,3.0,4.0,Lyonar,Rare,ShimZar,"At the end of your turn, give a friendly minion +1 Health."
432,Ragebinder,Golem,3.0,3.0,4.0,Magmar,Common,Ancients,<b>Rebirth</b><br/><b>Bond</b>: Restore 3 Health to your General.
11131,Redsteel Minos,Minion,3.0,2.0,3.0,Neutral,Common,Immortal,<b>Blood Surge</b>: Gains +2/+2.
10016,Repulsor Beast,Minion,3.0,2.0,2.0,Neutral,Basic,Core,<b>Opening Gambit</b>: Push a nearby enemy minion to any space.
20057,Ritual Banishing,Spell,3.0,N/A,N/A,Abyssian,Rare,Core,Destroy a friendly minion to destroy an enemy minion.
11108,Rokadoptera,Minion,3.0,2.0,3.0,Neutral,Common,Unearthed,<b>Opening Gambit</b>: Put a Boulder Hurl into your action bar.
10014,Sand Burrower,Minion,3.0,2.0,4.0,Neutral,Common,Core,"When this minion survives damage, it returns to your action bar."
210,Sand Howler,Dervish,3.0,3.0,3.0,Vetruvian,Rare,Core,Cannot be targeted by enemy spells.
11027,Sapphire Seer,Minion,3.0,2.0,2.0,Neutral,Common,Core,<b>Forcefield</b>
19045,Sarlac the Eternal,Minion,3.0,1.0,1.0,Neutral,Legendary,Core,<b>Dying Wish</b>: Re-summon this minion on a random space.
11157,Scarzig,Minion,3.0,1.0,2.0,Neutral,Legendary,Mythron,"If this minion destroys an enemy and survives, friendly Scarzig ANYWHERE transform into Feather Knights."
32,Scintilla,Minion,3.0,3.0,4.0,Lyonar,Common,Ancients,<b>Blood Surge</b>: Restore 3 Health to your General.
20097,Scion's Third Wish,Spell,3.0,N/A,N/A,Vetruvian,Legendary,Core,Give a friendly Dervish minion +3/+3 and <b>Flying</b>.
11146,Sellsoul,Minion,3.0,4.0,5.0,Neutral,Rare,Mythron,<b>Dying Wish</b>: Deal 4 damage to YOUR General.
20065,Shadow Reflection,Spell,3.0,N/A,N/A,Abyssian,Common,Core,Give a friendly minion +5 Attack.
311,Shadow Watcher,Minion,3.0,2.0,2.0,Abyssian,Basic,Core,<b>Deathwatch</b>: Gains +1/+1.
